,Age,Finances,Gender,History,Internet usage,Loneliness,Mathematics,Movies,Music,Parents Advice,Pets,Siblings,Spiders,Techno,Village - town
234,18.0,5.0,female,1.0,few hours a day,4.0,5.0,3.0,4.0,Often,5.0,1.0,4.0,1.0,village
235,16.0,3.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,3.0,0.0,2.0,1.0,city
236,19.0,3.0,female,5.0,less than an hour a day,2.0,3.0,5.0,1.0,Often,5.0,0.0,1.0,1.0,city
237,18.0,3.0,female,2.0,few hours a day,2.0,4.0,4.0,5.0,Rarely,5.0,3.0,5.0,3.0,city
238,19.0,1.0,female,2.0,few hours a day,2.0,2.0,5.0,5.0,Rarely,3.0,2.0,4.0,1.0,city
239,21.0,3.0,female,4.0,less than an hour a day,2.0,1.0,5.0,5.0,Sometimes,4.0,1.0,5.0,2.0,city
240,21.0,2.0,male,3.0,few hours a day,3.0,2.0,3.0,3.0,Rarely,3.0,1.0,3.0,2.0,city
241,18.0,5.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Always,5.0,1.0,5.0,1.0,city
242,21.0,5.0,female,3.0,less than an hour a day,3.0,1.0,5.0,3.0,Often,2.0,0.0,,1.0,city
243,17.0,5.0,female,4.0,few hours a day,5.0,4.0,5.0,,Often,1.0,0.0,1.0,1.0,city
244,20.0,3.0,female,1.0,most of the day,2.0,1.0,5.0,5.0,Sometimes,5.0,0.0,5.0,2.0,city
245,19.0,1.0,female,3.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,city
246,27.0,4.0,male,5.0,few hours a day,2.0,5.0,5.0,5.0,Sometimes,5.0,0.0,4.0,1.0,city
247,22.0,3.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,1.0,2.0,2.0,2.0,city
248,19.0,3.0,female,5.0,few hours a day,3.0,2.0,5.0,5.0,Often,3.0,2.0,3.0,3.0,city
249,19.0,3.0,female,4.0,no time at all,3.0,1.0,5.0,5.0,Often,5.0,3.0,5.0,2.0,village
250,20.0,4.0,female,1.0,few hours a day,3.0,1.0,5.0,5.0,Often,1.0,0.0,1.0,2.0,city
251,19.0,3.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,2.0,1.0,5.0,village
252,20.0,5.0,female,3.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,5.0,0.0,4.0,2.0,village
253,17.0,3.0,female,1.0,few hours a day,4.0,1.0,3.0,5.0,Rarely,1.0,2.0,3.0,1.0,city
254,23.0,3.0,female,2.0,few hours a day,5.0,2.0,5.0,5.0,Sometimes,5.0,2.0,5.0,3.0,village
255,20.0,5.0,female,2.0,few hours a day,3.0,2.0,5.0,5.0,Often,3.0,2.0,3.0,1.0,city
256,20.0,1.0,female,3.0,few hours a day,1.0,1.0,3.0,5.0,Sometimes,1.0,1.0,5.0,1.0,city
257,19.0,4.0,male,4.0,few hours a day,2.0,5.0,5.0,5.0,Sometimes,1.0,2.0,2.0,5.0,city
258,20.0,4.0,female,2.0,most of the day,2.0,4.0,5.0,5.0,Rarely,2.0,1.0,1.0,1.0,city
259,19.0,4.0,male,5.0,few hours a day,3.0,1.0,3.0,2.0,Sometimes,1.0,4.0,1.0,1.0,village
260,19.0,3.0,male,3.0,few hours a day,3.0,1.0,3.0,3.0,Sometimes,3.0,0.0,3.0,3.0,city
261,18.0,2.0,female,3.0,few hours a day,4.0,4.0,5.0,5.0,Sometimes,5.0,1.0,3.0,1.0,city
262,19.0,3.0,female,3.0,few hours a day,5.0,3.0,4.0,5.0,Often,3.0,1.0,4.0,3.0,city
263,15.0,1.0,female,1.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,3.0,3.0,4.0,3.0,city
264,19.0,3.0,female,2.0,few hours a day,3.0,2.0,5.0,3.0,Sometimes,5.0,1.0,4.0,3.0,village
265,15.0,5.0,female,1.0,most of the day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,4.0,1.0,city
266,19.0,2.0,female,3.0,few hours a day,4.0,4.0,5.0,5.0,Often,4.0,1.0,3.0,1.0,city
267,21.0,3.0,female,4.0,few hours a day,1.0,3.0,4.0,5.0,Rarely,5.0,2.0,1.0,2.0,city
268,19.0,4.0,female,1.0,few hours a day,2.0,5.0,4.0,5.0,Sometimes,5.0,2.0,5.0,1.0,city
269,17.0,4.0,female,3.0,few hours a day,3.0,2.0,5.0,5.0,Rarely,3.0,1.0,2.0,2.0,village
270,23.0,2.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,2.0,city
271,24.0,4.0,male,4.0,less than an hour a day,2.0,2.0,5.0,5.0,Sometimes,5.0,0.0,2.0,1.0,village
272,19.0,4.0,female,3.0,less than an hour a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,2.0,1.0,city
273,19.0,3.0,female,3.0,few hours a day,3.0,2.0,5.0,5.0,Often,1.0,2.0,4.0,4.0,city
274,22.0,4.0,female,5.0,few hours a day,2.0,1.0,4.0,5.0,Rarely,4.0,0.0,4.0,2.0,city
275,20.0,2.0,female,5.0,few hours a day,4.0,2.0,5.0,5.0,Rarely,2.0,1.0,4.0,4.0,city
276,21.0,1.0,female,4.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,1.0,2.0,3.0,1.0,village
277,19.0,4.0,male,5.0,few hours a day,4.0,2.0,5.0,5.0,Sometimes,1.0,0.0,5.0,2.0,city
278,19.0,3.0,male,4.0,few hours a day,3.0,3.0,5.0,5.0,Often,5.0,2.0,1.0,3.0,village
279,20.0,3.0,female,3.0,few hours a day,4.0,1.0,4.0,5.0,Sometimes,5.0,1.0,2.0,2.0,city
280,18.0,3.0,female,3.0,few hours a day,5.0,1.0,4.0,5.0,Sometimes,4.0,1.0,5.0,5.0,city
281,19.0,2.0,male,2.0,few hours a day,4.0,1.0,4.0,5.0,Sometimes,5.0,1.0,2.0,3.0,city
282,20.0,4.0,female,1.0,less than an hour a day,3.0,1.0,3.0,5.0,Sometimes,5.0,2.0,5.0,1.0,city
283,22.0,3.0,male,2.0,few hours a day,1.0,5.0,5.0,5.0,Sometimes,1.0,1.0,1.0,3.0,city
284,20.0,5.0,male,2.0,most of the day,1.0,4.0,5.0,1.0,Sometimes,4.0,2.0,3.0,1.0,city
285,20.0,4.0,female,2.0,few hours a day,2.0,2.0,5.0,5.0,Sometimes,5.0,2.0,5.0,1.0,city
286,27.0,2.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Never,5.0,1.0,4.0,1.0,city
287,19.0,3.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,4.0,1.0,5.0,3.0,city
288,22.0,3.0,male,2.0,few hours a day,3.0,1.0,4.0,5.0,Sometimes,3.0,2.0,3.0,5.0,city
289,19.0,1.0,male,5.0,most of the day,2.0,1.0,4.0,5.0,Rarely,4.0,0.0,1.0,2.0,city
290,20.0,1.0,female,4.0,few hours a day,4.0,1.0,5.0,4.0,Often,2.0,1.0,1.0,1.0,city
291,20.0,3.0,male,4.0,few hours a day,2.0,2.0,4.0,4.0,Sometimes,3.0,1.0,2.0,2.0,village
292,21.0,4.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,1.0,4.0,2.0,city
293,16.0,3.0,female,4.0,few hours a day,4.0,5.0,5.0,5.0,Never,5.0,1.0,2.0,1.0,village
294,19.0,3.0,female,5.0,less than an hour a day,4.0,1.0,3.0,5.0,Rarely,5.0,1.0,5.0,1.0,city
295,18.0,3.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,5.0,1.0,3.0,1.0,village
296,23.0,1.0,male,4.0,few hours a day,1.0,4.0,5.0,5.0,Sometimes,4.0,1.0,1.0,5.0,city
297,19.0,2.0,male,1.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,3.0,0.0,1.0,4.0,village
298,19.0,4.0,female,3.0,less than an hour a day,3.0,1.0,5.0,5.0,Sometimes,5.0,0.0,3.0,2.0,city
299,22.0,3.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,4.0,1.0,5.0,1.0,city
300,18.0,4.0,female,3.0,most of the day,2.0,3.0,3.0,5.0,Sometimes,2.0,1.0,1.0,1.0,city
301,20.0,4.0,male,5.0,few hours a day,2.0,2.0,5.0,4.0,Often,3.0,1.0,1.0,1.0,city
302,19.0,3.0,female,3.0,less than an hour a day,3.0,1.0,5.0,5.0,Often,1.0,1.0,1.0,1.0,village
303,25.0,4.0,female,4.0,few hours a day,4.0,5.0,5.0,4.0,Often,5.0,1.0,4.0,1.0,city
304,18.0,3.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Never,1.0,2.0,3.0,1.0,city
305,20.0,2.0,female,5.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,5.0,0.0,2.0,1.0,city
306,15.0,4.0,female,3.0,few hours a day,4.0,4.0,5.0,5.0,Often,5.0,1.0,5.0,4.0,city
307,19.0,4.0,female,2.0,few hours a day,5.0,5.0,5.0,5.0,Often,1.0,2.0,5.0,1.0,city
308,19.0,3.0,female,3.0,few hours a day,3.0,2.0,4.0,5.0,Often,3.0,2.0,3.0,4.0,city
309,16.0,3.0,female,2.0,few hours a day,2.0,3.0,4.0,5.0,Sometimes,1.0,0.0,1.0,2.0,village
310,19.0,3.0,male,1.0,few hours a day,4.0,2.0,3.0,5.0,Often,5.0,1.0,3.0,5.0,city
311,18.0,3.0,female,5.0,few hours a day,3.0,3.0,5.0,5.0,Often,2.0,0.0,5.0,2.0,city
312,15.0,2.0,male,2.0,few hours a day,3.0,2.0,5.0,2.0,Sometimes,3.0,1.0,2.0,2.0,city
313,20.0,3.0,female,3.0,few hours a day,2.0,1.0,5.0,5.0,Often,3.0,1.0,5.0,2.0,city
314,20.0,3.0,male,5.0,few hours a day,2.0,5.0,5.0,5.0,Often,5.0,2.0,2.0,5.0,village
315,20.0,1.0,male,4.0,few hours a day,3.0,1.0,4.0,5.0,Often,1.0,1.0,5.0,1.0,city
316,20.0,3.0,female,3.0,less than an hour a day,2.0,2.0,4.0,5.0,Sometimes,5.0,1.0,3.0,4.0,city
317,19.0,3.0,male,1.0,few hours a day,3.0,3.0,5.0,5.0,Often,5.0,2.0,1.0,4.0,city
318,16.0,3.0,female,3.0,less than an hour a day,3.0,3.0,5.0,5.0,Sometimes,5.0,0.0,5.0,2.0,city
319,18.0,3.0,female,3.0,few hours a day,1.0,1.0,5.0,5.0,Always,3.0,1.0,5.0,3.0,city
320,20.0,5.0,male,5.0,few hours a day,3.0,3.0,5.0,5.0,Often,3.0,0.0,1.0,4.0,village
321,16.0,2.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,0.0,5.0,3.0,city
322,18.0,2.0,female,5.0,few hours a day,2.0,1.0,4.0,5.0,Often,5.0,1.0,2.0,1.0,city
323,20.0,4.0,male,2.0,few hours a day,4.0,3.0,3.0,5.0,Sometimes,5.0,1.0,4.0,1.0,village
324,18.0,3.0,female,1.0,few hours a day,3.0,2.0,5.0,5.0,Often,3.0,1.0,2.0,2.0,city
325,19.0,4.0,male,5.0,less than an hour a day,3.0,1.0,4.0,5.0,Often,5.0,1.0,2.0,4.0,village
326,19.0,3.0,female,4.0,few hours a day,1.0,4.0,5.0,5.0,Often,4.0,0.0,1.0,3.0,city
327,20.0,5.0,female,3.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,5.0,1.0,city
328,18.0,5.0,male,1.0,few hours a day,3.0,5.0,5.0,5.0,Sometimes,1.0,0.0,1.0,1.0,city
329,17.0,2.0,female,3.0,few hours a day,5.0,2.0,5.0,5.0,Sometimes,4.0,1.0,2.0,3.0,city
330,22.0,3.0,female,4.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,0.0,5.0,3.0,city
331,17.0,3.0,male,2.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,5.0,1.0,3.0,4.0,village
332,22.0,5.0,female,3.0,few hours a day,5.0,4.0,5.0,4.0,Often,5.0,2.0,3.0,1.0,village
333,16.0,3.0,female,5.0,few hours a day,3.0,3.0,4.0,5.0,Always,5.0,1.0,3.0,2.0,city
334,24.0,4.0,female,4.0,few hours a day,5.0,1.0,5.0,5.0,Often,2.0,1.0,4.0,1.0,city
335,17.0,3.0,male,5.0,few hours a day,4.0,3.0,5.0,5.0,Rarely,3.0,1.0,1.0,4.0,city
336,17.0,5.0,male,1.0,few hours a day,2.0,5.0,5.0,5.0,Often,4.0,1.0,5.0,4.0,city
337,17.0,1.0,male,3.0,few hours a day,2.0,4.0,5.0,5.0,Never,5.0,2.0,3.0,5.0,city
338,15.0,1.0,female,2.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,1.0,3.0,2.0,2.0,city
339,18.0,2.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,2.0,2.0,1.0,city
340,18.0,4.0,female,5.0,few hours a day,2.0,1.0,4.0,5.0,Sometimes,1.0,2.0,5.0,1.0,village
341,16.0,1.0,male,3.0,most of the day,5.0,1.0,5.0,5.0,Rarely,2.0,1.0,5.0,5.0,village
342,20.0,3.0,female,2.0,most of the day,2.0,4.0,3.0,5.0,Often,5.0,1.0,5.0,3.0,city
343,29.0,3.0,female,2.0,less than an hour a day,3.0,1.0,4.0,5.0,Often,5.0,2.0,3.0,1.0,city
344,24.0,5.0,female,1.0,few hours a day,2.0,1.0,4.0,5.0,Often,1.0,3.0,3.0,1.0,village
345,18.0,4.0,female,3.0,less than an hour a day,3.0,3.0,4.0,4.0,Sometimes,4.0,0.0,1.0,3.0,city
346,17.0,1.0,male,5.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,1.0,1.0,4.0,city
347,18.0,1.0,male,2.0,most of the day,4.0,2.0,5.0,5.0,Sometimes,1.0,1.0,2.0,2.0,city
348,16.0,2.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,4.0,1.0,5.0,2.0,city
349,17.0,3.0,female,3.0,few hours a day,2.0,2.0,5.0,5.0,Often,5.0,2.0,5.0,4.0,city
350,20.0,3.0,male,2.0,most of the day,2.0,2.0,5.0,2.0,Sometimes,3.0,2.0,1.0,2.0,city
351,16.0,4.0,female,3.0,few hours a day,3.0,5.0,5.0,5.0,Often,5.0,1.0,5.0,1.0,village
352,19.0,3.0,male,1.0,few hours a day,4.0,1.0,5.0,5.0,Sometimes,2.0,1.0,3.0,1.0,city
353,18.0,3.0,female,4.0,few hours a day,4.0,2.0,5.0,5.0,Often,3.0,1.0,3.0,1.0,city
356,18.0,3.0,male,5.0,few hours a day,1.0,5.0,4.0,4.0,Sometimes,3.0,1.0,1.0,2.0,city
357,21.0,2.0,male,1.0,few hours a day,3.0,3.0,4.0,5.0,Often,5.0,0.0,5.0,3.0,city
358,19.0,4.0,male,5.0,less than an hour a day,3.0,2.0,5.0,4.0,Often,5.0,2.0,4.0,2.0,city
359,20.0,1.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,2.0,5.0,2.0,city
360,23.0,3.0,female,4.0,few hours a day,4.0,5.0,5.0,5.0,Often,2.0,1.0,2.0,1.0,city
361,19.0,4.0,female,4.0,less than an hour a day,1.0,1.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,village
362,19.0,5.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,3.0,2.0,5.0,2.0,city
363,19.0,5.0,female,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,3.0,2.0,5.0,1.0,city
364,20.0,4.0,male,3.0,few hours a day,4.0,2.0,5.0,2.0,Often,1.0,2.0,4.0,2.0,city
365,24.0,3.0,male,5.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,1.0,5.0,1.0,2.0,village
366,19.0,4.0,male,1.0,most of the day,3.0,5.0,5.0,5.0,Always,1.0,1.0,1.0,3.0,city
367,20.0,5.0,male,5.0,few hours a day,3.0,1.0,5.0,5.0,Often,3.0,2.0,1.0,3.0,village
368,18.0,4.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,1.0,1.0,,
369,17.0,4.0,male,4.0,less than an hour a day,2.0,4.0,4.0,5.0,Sometimes,5.0,1.0,2.0,5.0,village
370,19.0,3.0,female,4.0,few hours a day,2.0,2.0,5.0,5.0,Sometimes,5.0,2.0,5.0,1.0,village
371,19.0,3.0,female,2.0,few hours a day,1.0,5.0,5.0,5.0,Sometimes,3.0,4.0,2.0,2.0,village
372,20.0,3.0,male,3.0,most of the day,2.0,1.0,4.0,4.0,Rarely,1.0,2.0,1.0,4.0,city
373,20.0,4.0,male,5.0,most of the day,4.0,1.0,5.0,5.0,Sometimes,1.0,0.0,2.0,1.0,city
374,21.0,1.0,female,2.0,few hours a day,4.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,3.0,city
375,20.0,4.0,female,2.0,few hours a day,2.0,3.0,5.0,5.0,Sometimes,1.0,2.0,5.0,,city
376,20.0,1.0,female,2.0,few hours a day,2.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,1.0,city
377,17.0,3.0,female,3.0,few hours a day,4.0,5.0,5.0,5.0,Sometimes,4.0,0.0,1.0,1.0,village
378,20.0,2.0,female,4.0,few hours a day,2.0,5.0,5.0,5.0,Often,5.0,2.0,2.0,3.0,city
379,25.0,3.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Often,3.0,2.0,2.0,2.0,city
380,20.0,4.0,female,3.0,most of the day,2.0,2.0,5.0,5.0,Sometimes,4.0,1.0,2.0,5.0,city
381,21.0,2.0,female,5.0,few hours a day,1.0,2.0,5.0,5.0,Sometimes,5.0,1.0,2.0,1.0,city
382,21.0,2.0,female,4.0,few hours a day,2.0,1.0,5.0,5.0,Often,5.0,0.0,5.0,4.0,village
383,22.0,3.0,male,1.0,most of the day,2.0,5.0,5.0,5.0,Sometimes,1.0,1.0,2.0,2.0,city
384,19.0,2.0,female,2.0,few hours a day,4.0,5.0,2.0,5.0,Sometimes,1.0,1.0,5.0,1.0,city
385,25.0,2.0,male,3.0,few hours a day,3.0,3.0,5.0,5.0,Rarely,1.0,1.0,1.0,3.0,city
386,19.0,4.0,female,2.0,few hours a day,3.0,3.0,4.0,5.0,Sometimes,2.0,0.0,2.0,4.0,city
387,25.0,4.0,female,2.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,2.0,1.0,2.0,city
388,25.0,3.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,5.0,1.0,5.0,3.0,city
389,21.0,4.0,female,2.0,few hours a day,3.0,2.0,5.0,5.0,Always,3.0,0.0,2.0,1.0,city
390,20.0,4.0,male,5.0,few hours a day,1.0,3.0,5.0,4.0,Often,2.0,2.0,2.0,3.0,city
391,24.0,3.0,female,4.0,few hours a day,3.0,4.0,4.0,4.0,Often,2.0,2.0,3.0,1.0,city
392,30.0,4.0,female,3.0,less than an hour a day,4.0,3.0,5.0,5.0,Sometimes,1.0,2.0,3.0,2.0,city
393,21.0,4.0,male,5.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,3.0,1.0,1.0,1.0,city
394,27.0,3.0,male,1.0,few hours a day,3.0,4.0,4.0,5.0,Never,3.0,3.0,5.0,1.0,city
395,21.0,3.0,male,4.0,few hours a day,3.0,4.0,5.0,5.0,Rarely,1.0,1.0,1.0,5.0,city
396,16.0,3.0,female,2.0,few hours a day,4.0,4.0,2.0,5.0,Often,1.0,0.0,4.0,2.0,city
397,21.0,3.0,female,1.0,most of the day,3.0,4.0,5.0,5.0,Often,5.0,1.0,2.0,1.0,village
398,20.0,3.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Always,1.0,1.0,3.0,5.0,village
399,22.0,3.0,female,5.0,less than an hour a day,1.0,4.0,5.0,5.0,Rarely,5.0,1.0,1.0,1.0,city
400,19.0,3.0,male,5.0,most of the day,2.0,5.0,5.0,5.0,Sometimes,1.0,1.0,2.0,4.0,village
401,20.0,4.0,female,2.0,few hours a day,2.0,1.0,4.0,5.0,Often,1.0,1.0,1.0,1.0,village
402,25.0,3.0,male,5.0,most of the day,4.0,1.0,5.0,5.0,Often,5.0,1.0,1.0,3.0,city
403,23.0,2.0,male,2.0,less than an hour a day,4.0,2.0,4.0,2.0,Sometimes,4.0,2.0,1.0,1.0,village
404,20.0,5.0,female,2.0,few hours a day,4.0,2.0,5.0,5.0,Sometimes,5.0,2.0,2.0,5.0,village
405,20.0,3.0,female,5.0,few hours a day,3.0,2.0,4.0,4.0,Often,3.0,1.0,3.0,2.0,city
406,21.0,4.0,female,1.0,less than an hour a day,1.0,1.0,5.0,5.0,Sometimes,1.0,1.0,1.0,4.0,village
407,19.0,3.0,female,4.0,less than an hour a day,2.0,2.0,5.0,5.0,Sometimes,5.0,1.0,4.0,2.0,city
408,21.0,2.0,female,3.0,few hours a day,2.0,1.0,4.0,5.0,Often,1.0,1.0,3.0,1.0,city
409,16.0,3.0,female,1.0,few hours a day,5.0,3.0,5.0,5.0,Rarely,3.0,0.0,5.0,4.0,city
410,20.0,3.0,male,3.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,village
411,18.0,2.0,female,5.0,few hours a day,2.0,1.0,5.0,5.0,Often,3.0,0.0,5.0,2.0,city
412,21.0,3.0,female,4.0,less than an hour a day,5.0,1.0,2.0,5.0,Sometimes,5.0,1.0,1.0,5.0,city
413,21.0,3.0,male,4.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,4.0,2.0,3.0,3.0,village
414,18.0,3.0,male,4.0,few hours a day,1.0,3.0,5.0,5.0,Sometimes,3.0,2.0,4.0,2.0,city
415,19.0,1.0,female,1.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,1.0,1.0,5.0,3.0,village
416,20.0,3.0,female,2.0,few hours a day,3.0,5.0,,4.0,Rarely,3.0,1.0,3.0,4.0,village
417,18.0,2.0,male,4.0,most of the day,5.0,5.0,5.0,5.0,Sometimes,5.0,1.0,4.0,1.0,village
418,18.0,3.0,female,1.0,less than an hour a day,2.0,1.0,5.0,5.0,Sometimes,5.0,1.0,5.0,1.0,village
419,23.0,3.0,female,3.0,less than an hour a day,2.0,1.0,3.0,5.0,Sometimes,2.0,0.0,1.0,3.0,village
420,20.0,3.0,female,5.0,few hours a day,2.0,1.0,5.0,5.0,Often,2.0,1.0,3.0,1.0,village
421,18.0,5.0,female,5.0,few hours a day,3.0,4.0,5.0,5.0,Sometimes,5.0,1.0,2.0,2.0,village
422,28.0,4.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,5.0,city
423,24.0,5.0,female,2.0,few hours a day,2.0,1.0,4.0,5.0,Sometimes,5.0,1.0,2.0,2.0,village
424,19.0,2.0,female,3.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,5.0,2.0,5.0,5.0,city
425,21.0,4.0,female,3.0,less than an hour a day,5.0,1.0,5.0,5.0,Often,5.0,3.0,5.0,2.0,village
426,22.0,3.0,female,1.0,less than an hour a day,1.0,1.0,4.0,5.0,Rarely,1.0,1.0,5.0,1.0,city
427,19.0,1.0,male,3.0,few hours a day,3.0,1.0,5.0,5.0,Rarely,1.0,1.0,5.0,2.0,city
428,18.0,4.0,female,2.0,few hours a day,4.0,2.0,5.0,5.0,Often,5.0,2.0,4.0,3.0,city
429,21.0,3.0,female,2.0,most of the day,3.0,1.0,5.0,5.0,Sometimes,4.0,0.0,2.0,1.0,city
430,19.0,4.0,female,4.0,less than an hour a day,3.0,2.0,5.0,5.0,Sometimes,4.0,1.0,3.0,3.0,village
431,19.0,5.0,male,2.0,few hours a day,3.0,5.0,5.0,4.0,Often,3.0,2.0,3.0,5.0,village
432,20.0,3.0,male,5.0,few hours a day,4.0,2.0,4.0,5.0,Rarely,3.0,1.0,2.0,1.0,city
433,19.0,3.0,female,3.0,few hours a day,3.0,5.0,5.0,5.0,Sometimes,1.0,3.0,1.0,2.0,city
434,18.0,2.0,male,5.0,few hours a day,4.0,1.0,5.0,5.0,Often,4.0,1.0,3.0,4.0,city
435,18.0,2.0,female,2.0,few hours a day,3.0,1.0,4.0,5.0,Often,5.0,1.0,5.0,1.0,city
436,19.0,1.0,male,2.0,few hours a day,5.0,2.0,4.0,4.0,Sometimes,2.0,1.0,3.0,3.0,city
437,18.0,3.0,female,1.0,few hours a day,3.0,1.0,5.0,5.0,Sometimes,1.0,0.0,5.0,4.0,city
438,18.0,1.0,female,1.0,few hours a day,5.0,1.0,5.0,5.0,Sometimes,4.0,2.0,5.0,1.0,village
439,19.0,4.0,male,4.0,few hours a day,1.0,3.0,5.0,5.0,Often,1.0,1.0,1.0,4.0,city
440,19.0,3.0,female,4.0,few hours a day,3.0,1.0,5.0,5.0,Always,3.0,1.0,5.0,4.0,city
441,19.0,3.0,female,1.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,city
442,18.0,2.0,female,2.0,few hours a day,4.0,3.0,5.0,5.0,Sometimes,5.0,6.0,2.0,2.0,city
443,18.0,3.0,female,5.0,few hours a day,4.0,3.0,4.0,4.0,Often,1.0,3.0,1.0,3.0,village
444,19.0,4.0,female,3.0,few hours a day,4.0,4.0,5.0,5.0,Sometimes,1.0,1.0,2.0,4.0,city
445,20.0,3.0,female,4.0,few hours a day,2.0,1.0,5.0,5.0,Often,5.0,1.0,5.0,1.0,city
446,19.0,2.0,male,1.0,few hours a day,3.0,3.0,5.0,4.0,Sometimes,2.0,1.0,4.0,4.0,city
447,26.0,5.0,female,5.0,less than an hour a day,4.0,3.0,4.0,3.0,Always,4.0,3.0,4.0,1.0,village
448,19.0,2.0,female,3.0,few hours a day,2.0,4.0,5.0,5.0,Sometimes,4.0,1.0,3.0,3.0,village
449,19.0,5.0,female,2.0,few hours a day,3.0,3.0,5.0,5.0,Sometimes,,1.0,4.0,1.0,village
450,22.0,1.0,male,3.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,5.0,1.0,1.0,1.0,village
451,20.0,4.0,male,3.0,less than an hour a day,1.0,2.0,4.0,5.0,Often,3.0,1.0,2.0,3.0,village
452,28.0,3.0,female,1.0,less than an hour a day,1.0,3.0,5.0,5.0,Often,5.0,2.0,5.0,3.0,city
453,19.0,5.0,female,2.0,few hours a day,3.0,2.0,5.0,5.0,Sometimes,3.0,1.0,4.0,1.0,village
454,21.0,4.0,female,3.0,few hours a day,2.0,3.0,5.0,4.0,Often,5.0,0.0,5.0,1.0,city
455,19.0,3.0,female,1.0,less than an hour a day,4.0,2.0,5.0,5.0,Always,3.0,1.0,4.0,4.0,village
456,22.0,5.0,male,5.0,few hours a day,1.0,5.0,5.0,5.0,Always,5.0,2.0,1.0,1.0,city
457,19.0,5.0,male,3.0,few hours a day,3.0,5.0,5.0,5.0,Sometimes,2.0,2.0,2.0,4.0,city
458,18.0,3.0,female,5.0,few hours a day,1.0,1.0,1.0,5.0,Always,1.0,1.0,1.0,5.0,village
459,19.0,4.0,female,2.0,less than an hour a day,3.0,1.0,5.0,4.0,Often,2.0,0.0,2.0,3.0,city
460,22.0,1.0,male,4.0,few hours a day,2.0,1.0,5.0,5.0,Sometimes,5.0,2.0,1.0,1.0,city
461,29.0,3.0,male,3.0,few hours a day,3.0,3.0,4.0,5.0,Sometimes,3.0,3.0,1.0,2.0,village
462,,4.0,female,3.0,few hours a day,4.0,3.0,4.0,4.0,Often,2.0,2.0,3.0,3.0,village
463,18.0,3.0,female,1.0,less than an hour a day,5.0,3.0,5.0,5.0,Sometimes,4.0,0.0,2.0,1.0,city
464,22.0,3.0,female,2.0,few hours a day,2.0,1.0,3.0,5.0,Always,1.0,1.0,4.0,3.0,city
